department,institution,period,studentwithdeliveries,studentwithstatements,year
ΗΛΕΚΤΡΟΝΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,293,319,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΠΑΤΡΑ),ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,501,538,2017
ΔΙΟΙΚΗΣΗΣ ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ ΠΟΛΙΤΙΣΤΙΚΩΝ ΚΑΙ ΤΟΥΡΙΣΤΙΚΩΝ ΜΟΝΑΔΩΝ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,265,278,2017
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,349,376,2017
ΚΟΙΝΩΝΙΚΗΣ ΕΡΓΑΣΙΑΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,60,61,2017
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,302,332,2017
ΛΟΓΟΘΕΡΑΠΕΙΑΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,416,423,2017
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,351,377,2017
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,400,438,2017
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,581,616,2017
ΟΠΤΙΚΗΣ ΚΑΙ ΟΠΤΟΜΕΤΡΙΑΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,25,25,2017
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,215,240,2017
ΤΕΧΝΟΛΟΓΙΑΣ ΑΛΙΕΙΑΣ - ΥΔΑΤΟΚΑΛΛΙΕΡΓΕΙΩΝ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,91,102,2017
ΤΕΧΝΟΛΟΓΩΝ ΓΕΩΠΟΝΩΝ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,223,236,2017
ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,93,97,2017
ΦΥΣΙΚΟΘΕΡΑΠΕΙΑΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Χειμερινή,358,368,2017
ΔΙΕΘΝΟΥΣ ΕΜΠΟΡΙΟΥ,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,41,41,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΓΡΕΒΕΝΑ) - ΔΙΟΙΚΗΣΗ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,327,337,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΓΡΕΒΕΝΑ) - ΔΙΟΙΚΗΣΗ ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΦΙΛΟΞΕΝΙΑΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,153,161,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΚΟΖΑΝΗ),ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,502,550,2017
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,306,324,2017
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,702,769,2017
ΜΑΙΕΥΤΙΚΗΣ,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,343,346,2017
ΜΗΧΑΝΙΚΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΑΝΤΙΡΡΥΠΑΝΣΗΣ Τ.Ε. - ΜΗΧΑΝΙΚΩΝ ΑΝΤΙΡΡΥΠΑΝΣΗΣ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,222,246,2017
ΜΗΧΑΝΙΚΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΑΝΤΙΡΡΥΠΑΝΣΗΣ Τ.Ε. - ΜΗΧΑΝΙΚΩΝ ΓΕΩΤΕΧΝΟΛΟΓΙΑΣ ΠΕΡΙΒΑΛΛΟΝΤΟΣ Τ.Ε. ,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,278,285,2017
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,309,340,2017
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΟΥ ΣΧΕΔΙΑΣΜΟΥ Τ.Ε. - ΒΙΟΜΗΧΑΝΙΚΟΥ ΣΧΕΔΙΑΣΜΟΥ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,268,289,2017
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΟΥ ΣΧΕΔΙΑΣΜΟΥ Τ.Ε. - ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ T.E.,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,357,381,2017
ΤΕΧΝΟΛΟΓΩΝ ΓΕΩΠΟΝΩΝ,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,461,487,2017
ΨΗΦΙΑΚΩΝ ΜΕΣΩΝ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ Τ.Ε.,ΤΕΙ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,371,399,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΕΠΙΧΕΙΡΗΣΕΩΝ ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,142,159,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΦΙΛΟΞΕΝΙΑΣ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,64,66,2017
ΛΑΙΚΗΣ ΚΑΙ ΠΑΡΑΔΟΣΙΑΚΗΣ ΜΟΥΣΙΚΗΣ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,149,157,2017
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,374,408,2017
ΛΟΓΟΘΕΡΑΠΕΙΑΣ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,478,484,2017
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,283,323,2017
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,592,605,2017
ΠΡΟΣΧΟΛΙΚΗΣ ΑΓΩΓΗΣ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,304,313,2017
ΤΕΧΝΟΛΟΓΩΝ ΓΕΩΠΟΝΩΝ,ΤΕΙ ΗΠΕΙΡΟΥ,Χειμερινή,331,343,2017
ΔΑΣΟΠΟΝΙΑΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,14,15,2017
ΔΙΑΤΡΟΦΗΣ ΚΑΙ ΔΙΑΙΤΟΛΟΓΙΑΣ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,329,336,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,381,402,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΦΙΛΟΞΕΝΙΑΣ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,285,301,2017
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,308,330,2017
ΙΑΤΡΙΚΩΝ ΕΡΓΑΣΤΗΡΙΩΝ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,304,307,2017
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,581,603,2017
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,581,635,2017
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,348,367,2017
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,591,602,2017
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε. (ΛΑΡΙΣΑ),ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,249,262,2017
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε. (ΤΡΙΚΑΛΑ),ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,129,149,2017
ΣΧΕΔΙΑΣΜΟΥ & ΤΕΧΝΟΛΟΓΙΑΣ ΞΥΛΟΥ & ΕΠΙΠΛΟΥ Τ.Ε.,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,163,179,2017
ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,362,371,2017
ΤΕΧΝΟΛΟΓΩΝ ΓΕΩΠΟΝΩΝ,ΤΕΙ ΘΕΣΣΑΛΙΑΣ,Χειμερινή,649,673,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΙΟΝΙΩΝ ΝΗΣΩΝ,Χειμερινή,165,186,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΦΙΛΟΞΕΝΙΑΣ,ΤΕΙ ΙΟΝΙΩΝ ΝΗΣΩΝ,Χειμερινή,116,135,2017
ΤΕΧΝΟΛΟΓΙΑΣ ΗΧΟΥ ΚΑΙ ΜΟΥΣΙΚΩΝ ΟΡΓΑΝΩΝ,ΤΕΙ ΙΟΝΙΩΝ ΝΗΣΩΝ,Χειμερινή,106,116,2017
ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΤΕΙ ΙΟΝΙΩΝ ΝΗΣΩΝ,Χειμερινή,176,184,2017
ΤΕΧΝΟΛΟΓΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ Τ.Ε. - ΣΥΝΤΗΡΗΣΗΣ ΠΟΛΙΤΙΣΜΙΚΗΣ ΚΛΗΡΟΝΟΜΙΑΣ Τ.Ε.,ΤΕΙ ΙΟΝΙΩΝ ΝΗΣΩΝ,Χειμερινή,20,20,2017
ΤΕΧΝΟΛΟΓΩΝ ΠΕΡΙΒΑΛΛΟΝΤΟΣ Τ.Ε. - ΤΕΧΝΟΛΟΓΙΩΝ ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ Τ.Ε.,ΤΕΙ ΙΟΝΙΩΝ ΝΗΣΩΝ,Χειμερινή,85,95,2017
ΨΗΦΙΑΚΩΝ ΜΕΣΩΝ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ Τ.Ε.,ΤΕΙ ΙΟΝΙΩΝ ΝΗΣΩΝ,Χειμερινή,233,253,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,603,652,2017
ΔΙΟΙΚΗΣΗΣ ΣΥΣΤΗΜΑΤΩΝ ΕΦΟΔΙΑΣΜΟΥ,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,367,402,2017
"ΕΣΩΤΕΡΙΚΗΣ ΑΡΧΙΤΕΚΤΟΝΙΚΗΣ, ΔΙΑΚΟΣΜΗΣΗΣ ΚΑΙ ΣΧΕΔΙΑΣΜΟΥ ΑΝΤΙΚΕΙΜΕΝΩΝ",ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,47,48,2017
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,636,660,2017
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,375,400,2017
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,335,346,2017
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε. ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΤΟΠΟΓΡΑΦΙΑΣ ΚΑΙ ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε. - ΜΗΧΑΝΙΚΩΝ ΤΟΠΟΓΡΑΦΙΑΣ & ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,205,220,2017
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε. ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΤΟΠΟΓΡΑΦΙΑΣ ΚΑΙ ΓΕΩΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε. - ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,202,219,2017
ΣΧΕΔΙΑΣΜΟΥ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΕΝΔΥΣΗΣ,ΤΕΙ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Χειμερινή,223,236,2017
ΔΙΑΤΡΟΦΗΣ & ΔΙΑΙΤΟΛΟΓΙΑΣ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,318,323,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ),ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,196,251,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΗΡΑΚΛΕΙΟ) - ΔΙΟΙΚΗΣΗ ΕΠΙΧΕΙΡΗΣΕΩΝ ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,287,311,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ (ΗΡΑΚΛΕΙΟ) - ΔΙΟΙΚΗΣΗ ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΦΙΛΟΞΕΝΙΑΣ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,298,318,2017
ΕΜΠΟΡΙΑΣ ΚΑΙ ΔΙΑΦΗΜΙΣΗΣ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,0,1,2017
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,220,267,2017
ΗΛΕΚΤΡΟΝΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,219,244,2017
ΚΟΙΝΩΝΙΚΗΣ ΕΡΓΑΣΙΑΣ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,393,411,2017
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,519,595,2017
ΜΗΧΑΝΙΚΩΝ ΜΟΥΣΙΚΗΣ ΤΕΧΝΟΛΟΓΙΑΣ ΚΑΙ ΑΚΟΥΣΤΙΚΗΣ Τ.Ε.,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,142,182,2017
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,342,405,2017
ΜΗΧΑΝΙΚΩΝ ΦΥΣΙΚΩΝ ΠΟΡΩΝ ΚΑΙ ΠΕΡΙΒΑΛΛΟΝΤΟΣ Τ.Ε.,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,206,220,2017
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,308,341,2017
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,420,442,2017
ΠΟΛΙΤΙΚΩΝ ΔΟΜΙΚΩΝ ΕΡΓΩΝ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,1,2,2017
ΤΕΧΝΟΛΟΓΩΝ ΓΕΩΠΟΝΩΝ,ΤΕΙ ΚΡΗΤΗΣ,Χειμερινή,451,483,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,521,557,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ - ΔΙΟΙΚΗΣΗ ΤΟΥΡΙΣΤΙΚΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΕΠΙΧΕΙΡΗΣΕΩΝ ΦΙΛΟΞΕΝΙΑΣ,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,449,485,2017
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,398,427,2017
ΚΛΩΣΤΟΫΦΑΝΤΟΥΡΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,122,133,2017
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,863,923,2017
ΜΗΧΑΝΙΚΩΝ ΑΥΤΟΜΑΤΙΣΜΟΥ Τ.Ε.,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,384,412,2017
ΜΗΧΑΝΙΚΩΝ ΗΛΕΚΤΡΟΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΙΚΩΝ ΣΥΣΤΗΜΑΤΩΝ Τ.Ε.,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,362,397,2017
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,423,460,2017
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΠΕΙΡΑΙΑ,Χειμερινή,260,292,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΟΡΓΑΝΙΣΜΩΝ - ΔΙΟΙΚΗΣΗ ΜΟΝΑΔΩΝ ΥΓΕΙΑΣ ΚΑΙ ΠΡΟΝΟΙΑΣ,ΤΕΙ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,259,299,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ ΚΑΙ ΟΡΓΑΝΙΣΜΩΝ - ΤΟΠΙΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ,ΤΕΙ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,260,291,2017
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΤΕΙ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,397,434,2017
ΛΟΓΟΘΕΡΑΠΕΙΑΣ,ΤΕΙ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,61,64,2017
ΜΗΧΑΝΙΚΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ Τ.Ε.,ΤΕΙ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,213,235,2017
ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΤΕΙ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,285,298,2017
ΤΕΧΝΟΛΟΓΩΝ ΓΕΩΠΟΝΩΝ,ΤΕΙ ΠΕΛΟΠΟΝΝΗΣΟΥ,Χειμερινή,379,394,2017
ΔΑΣΟΠΟΝΙΑΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΦΥΣΙΚΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,164,172,2017
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,2,2,2017
ΔΙΟΙΚΗΣΗΣ ΣΥΣΤΗΜΑΤΩΝ ΕΦΟΔΙΑΣΜΟΥ,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,548,582,2017
"ΔΙΟΙΚΗΣΗΣ, ΟΙΚΟΝΟΜΙΑΣ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ ΠΟΛΙΤΙΣΤΙΚΩΝ ΚΑΙ ΤΟΥΡΙΣΤΙΚΩΝ ΜΟΝΑΔΩΝ",ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,250,264,2017
ΕΜΠΟΡΙΑΣ ΚΑΙ ΔΙΑΦΗΜΙΣΗΣ,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,0,1,2017
ΗΛΕΚΤΡΟΛΟΓΙΑΣ,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,14,18,2017
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,334,361,2017
ΗΛΕΚΤΡΟΝΙΚΩΝ ΜΗΧΑΝΙΚΩΝ Τ.Ε.,ΤΕΙ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Χειμερινή,130,150,2017
