election_type,electoral_district,municipality,voters_female,voters_male,year
τοπικής αυτοδιοίκηςη,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΒΥΡΩΝΟΣ,23110,20238,2014
τοπικής αυτοδιοίκηςη,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΓΑΛΑΤΣΙΟΥ,19120,17281,2014
τοπικής αυτοδιοίκηςη,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,16109,14144,2014
τοπικής αυτοδιοίκηςη,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,25599,22121,2014
τοπικής αυτοδιοίκηςη,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΗΛΙΟΥΠΟΛΕΩΣ,30517,27706,2014
τοπικής αυτοδιοίκηςη,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΑΙΣΑΡΙΑΝΗΣ,12619,11179,2014
τοπικής αυτοδιοίκηςη,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΦΙΛΑΔΕΛΦΕΙΑΣ - ΧΑΛΚΗΔΟΝΟΣ,16518,14232,2014
τοπικής αυτοδιοίκηςη,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,22470,20658,2014
τοπικής αυτοδιοίκηςη,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΛΙΜΟΥ,16248,14331,2014
τοπικής αυτοδιοίκηςη,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΓΛΥΦΑΔΑΣ,31835,28442,2014
τοπικής αυτοδιοίκηςη,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ,18714,17087,2014
τοπικής αυτοδιοίκηςη,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΑΛΛΙΘΕΑΣ,41695,34683,2014
τοπικής αυτοδιοίκηςη,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΜΟΣΧΑΤΟΥ - ΤΑΥΡΟΥ,18911,16962,2014
τοπικής αυτοδιοίκηςη,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΝΕΑΣ ΣΜΥΡΝΗΣ,29792,24874,2014
τοπικής αυτοδιοίκηςη,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,26471,22649,2014
τοπικής αυτοδιοίκηςη,ΠΕΙΡΑΙΩΣ ,ΚΕΡΑΤΣΙΝΙΟΥ - ΔΡΑΠΕΤΣΩΝΑΣ,38731,35160,2014
τοπικής αυτοδιοίκηςη,ΠΕΙΡΑΙΩΣ ,ΚΟΡΥΔΑΛΛΟΥ,26067,23549,2014
τοπικής αυτοδιοίκηςη,ΠΕΙΡΑΙΩΣ ,ΝΙΚΑΙΑΣ - ΑΓΙΟΥ ΙΩΑΝΝΗ ΡΕΝΤΗ,50401,44031,2014
τοπικής αυτοδιοίκηςη,ΠΕΙΡΑΙΩΣ ,ΠΕΙΡΑΙΩΣ,85435,72212,2014
τοπικής αυτοδιοίκηςη,ΠΕΙΡΑΙΩΣ ,ΠΕΡΑΜΑΤΟΣ,11953,11305,2014
τοπικής αυτοδιοίκηςη,ΝΗΣΩΝ,ΑΓΚΙΣΤΡΙΟΥ,515,536,2014
τοπικής αυτοδιοίκηςη,ΝΗΣΩΝ,ΑΙΓΙΝΑΣ,6829,6391,2014
τοπικής αυτοδιοίκηςη,ΝΗΣΩΝ,ΚΥΘΗΡΩΝ,3636,3597,2014
τοπικής αυτοδιοίκηςη,ΝΗΣΩΝ,ΠΟΡΟΥ,2388,2190,2014
τοπικής αυτοδιοίκηςη,ΝΗΣΩΝ,ΣΑΛΑΜΙΝΑΣ,16105,15207,2014
τοπικής αυτοδιοίκηςη,ΝΗΣΩΝ,ΣΠΕΤΣΩΝ,2192,2111,2014
τοπικής αυτοδιοίκηςη,ΝΗΣΩΝ,ΤΡΟΙΖΗΝΙΑΣ,4050,4059,2014
τοπικής αυτοδιοίκηςη,ΝΗΣΩΝ,ΥΔΡΑΣ,1622,1573,2014
τοπικής αυτοδιοίκηςη,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΧΑΡΝΩΝ,33945,32452,2014
τοπικής αυτοδιοίκηςη,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,19439,17715,2014
τοπικής αυτοδιοίκηςη,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΔΙΟΝΥΣΟΥ,13524,12490,2014
τοπικής αυτοδιοίκηςη,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΚΡΩΠΙΑΣ,9813,9235,2014
τοπικής αυτοδιοίκηςη,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΑΥΡΕΩΤΙΚΗΣ,10263,9734,2014
τοπικής αυτοδιοίκηςη,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΜΑΡΑΘΩΝΟΣ,11897,11125,2014
τοπικής αυτοδιοίκηςη,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ,6737,6291,2014
τοπικής αυτοδιοίκηςη,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΠΑΙΑΝΙΑΣ,8956,8367,2014
τοπικής αυτοδιοίκηςη,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΠΑΛΛΗΝΗΣ,15604,14614,2014
τοπικής αυτοδιοίκηςη,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΡΑΦΗΝΑΣ - ΠΙΚΕΡΜΙΟΥ,6788,6306,2014
τοπικής αυτοδιοίκηςη,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΣΑΡΩΝΙΚΟΥ,11201,10476,2014
τοπικής αυτοδιοίκηςη,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΣΠΑΤΩΝ - ΑΡΤΕΜΙΔΟΣ,11620,11088,2014
τοπικής αυτοδιοίκηςη,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΩΡΩΠΟΥ,11982,11548,2014
τοπικής αυτοδιοίκηςη,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΣΠΡΟΠΥΡΓΟΥ,11742,11432,2014
τοπικής αυτοδιοίκηςη,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΕΛΕΥΣΙΝΑΣ,12259,11649,2014
τοπικής αυτοδιοίκηςη,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΜΑΝΔΡΑΣ - ΕΙΔΥΛΛΙΑΣ,9210,8635,2014
τοπικής αυτοδιοίκηςη,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΜΕΓΑΡΕΩΝ,14481,13545,2014
τοπικής αυτοδιοίκηςη,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΦΥΛΗΣ,16944,16038,2014
τοπικής αυτοδιοίκηςη,ΑΡΓΟΛΙΔΟΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,22296,21825,2014
τοπικής αυτοδιοίκηςη,ΑΡΓΟΛΙΔΟΣ,ΕΠΙΔΑΥΡΟΥ,4607,4500,2014
τοπικής αυτοδιοίκηςη,ΑΡΓΟΛΙΔΟΣ,ΕΡΜΙΟΝΙΔΑΣ,6408,6258,2014
τοπικής αυτοδιοίκηςη,ΑΡΓΟΛΙΔΟΣ,ΝΑΥΠΛΙΕΩΝ,15199,14406,2014
τοπικής αυτοδιοίκηςη,ΑΡΚΑΔΙΑΣ,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,7495,7509,2014
τοπικής αυτοδιοίκηςη,ΑΡΚΑΔΙΑΣ,ΓΟΡΤΥΝΙΑΣ,13333,13495,2014
τοπικής αυτοδιοίκηςη,ΑΡΚΑΔΙΑΣ,ΜΕΓΑΛΟΠΟΛΗΣ,8381,8467,2014
τοπικής αυτοδιοίκηςη,ΑΡΚΑΔΙΑΣ,ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,5361,5382,2014
τοπικής αυτοδιοίκηςη,ΑΡΚΑΔΙΑΣ,ΤΡΙΠΟΛΗΣ,30843,30764,2014
τοπικής αυτοδιοίκηςη,ΚΟΡΙΝΘΙΑΣ,ΒΕΛΟΥ - ΒΟΧΑΣ,9182,8656,2014
τοπικής αυτοδιοίκηςη,ΚΟΡΙΝΘΙΑΣ,ΚΟΡΙΝΘΙΩΝ,25714,24401,2014
τοπικής αυτοδιοίκηςη,ΚΟΡΙΝΘΙΑΣ,ΛΟΥΤΡΑΚΙΟΥ - ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ,9488,8903,2014
τοπικής αυτοδιοίκηςη,ΚΟΡΙΝΘΙΑΣ,ΝΕΜΕΑΣ,4070,3840,2014
τοπικής αυτοδιοίκηςη,ΚΟΡΙΝΘΙΑΣ,ΞΥΛΟΚΑΣΤΡΟΥ - ΕΥΡΩΣΤΙΝΗΣ,11463,10208,2014
τοπικής αυτοδιοίκηςη,ΚΟΡΙΝΘΙΑΣ,ΣΙΚΥΩΝΙΩΝ,12798,12452,2014
τοπικής αυτοδιοίκηςη,ΛΑΚΩΝΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,11386,11165,2014
τοπικής αυτοδιοίκηςη,ΛΑΚΩΝΙΑΣ,ΕΛΑΦΟΝΗΣΟΥ,593,623,2014
τοπικής αυτοδιοίκηςη,ΛΑΚΩΝΙΑΣ,ΕΥΡΩΤΑ,11737,11360,2014
τοπικής αυτοδιοίκηςη,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,13808,13888,2014
τοπικής αυτοδιοίκηςη,ΛΑΚΩΝΙΑΣ,ΣΠΑΡΤΗΣ,28220,25902,2014
τοπικής αυτοδιοίκηςη,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,5045,4906,2014
τοπικής αυτοδιοίκηςη,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,34409,31973,2014
τοπικής αυτοδιοίκηςη,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,19163,19002,2014
τοπικής αυτοδιοίκηςη,ΜΕΣΣΗΝΙΑΣ,ΟΙΧΑΛΙΑΣ,10424,10207,2014
τοπικής αυτοδιοίκηςη,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ,15543,14666,2014
τοπικής αυτοδιοίκηςη,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΛΙΑΣ,17580,16970,2014
τοπικής αυτοδιοίκηςη,ΙΚΑΡΙΑΣ,ΙΚΑΡΙΑΣ ,5846,5765,2014
τοπικής αυτοδιοίκηςη,ΙΚΑΡΙΑΣ,ΦΟΥΡΝΩΝ ΚΟΡΣΕΩΝ,917,862,2014
τοπικής αυτοδιοίκηςη,ΛΕΣΒΟΥ,ΛΕΣΒΟΥ,55143,49677,2014
τοπικής αυτοδιοίκηςη,ΛΗΜΝΟΥ,ΑΓΙΟΥ ΕΥΣΤΡΑΤΙΟΥ,489,441,2014
τοπικής αυτοδιοίκηςη,ΛΗΜΝΟΥ,ΛΗΜΝΟΥ,12878,12307,2014
τοπικής αυτοδιοίκηςη,ΣΑΜΟΥ,ΣΑΜΟΥ,19168,18677,2014
τοπικής αυτοδιοίκηςη,ΧΙΟΥ,ΟΙΝΟΥΣΣΩΝ,819,716,2014
τοπικής αυτοδιοίκηςη,ΧΙΟΥ,ΧΙΟΥ,31488,30065,2014
τοπικής αυτοδιοίκηςη,ΧΙΟΥ,ΨΑΡΩΝ,305,315,2014
τοπικής αυτοδιοίκηςη,ΑΝΔΡΟΥ,ΑΝΔΡΟΥ,6540,6506,2014
τοπικής αυτοδιοίκηςη,ΘΗΡΑΣ,ΑΝΑΦΗΣ,233,253,2014
τοπικής αυτοδιοίκηςη,ΘΗΡΑΣ,ΘΗΡΑΣ,6914,7000,2014
τοπικής αυτοδιοίκηςη,ΘΗΡΑΣ,ΙΗΤΩΝ,1142,1185,2014
τοπικής αυτοδιοίκηςη,ΘΗΡΑΣ,ΣΙΚΙΝΟΥ,252,254,2014
τοπικής αυτοδιοίκηςη,ΘΗΡΑΣ,ΦΟΛΕΓΑΝΔΡΟΥ,417,412,2014
τοπικής αυτοδιοίκηςη,ΚΑΛΥΜΝΟΥ,ΑΓΑΘΟΝΗΣΙΟΥ,141,147,2014
τοπικής αυτοδιοίκηςη,ΚΑΛΥΜΝΟΥ,ΑΣΤΥΠΑΛΑΙΑΣ,1043,1052,2014
τοπικής αυτοδιοίκηςη,ΚΑΛΥΜΝΟΥ,ΚΑΛΥΜΝΙΩΝ,10377,10644,2014
τοπικής αυτοδιοίκηςη,ΚΑΛΥΜΝΟΥ,ΛΕΙΨΩΝ,571,601,2014
τοπικής αυτοδιοίκηςη,ΚΑΛΥΜΝΟΥ,ΛΕΡΟΥ,4465,4316,2014
τοπικής αυτοδιοίκηςη,ΚΑΛΥΜΝΟΥ,ΠΑΤΜΟΥ,1633,1689,2014
τοπικής αυτοδιοίκηςη,ΚΑΡΠΑΘΟΥ,ΚΑΡΠΑΘΟΥ,4265,4298,2014
τοπικής αυτοδιοίκηςη,ΚΑΡΠΑΘΟΥ,ΚΑΣΟΥ,995,980,2014
τοπικής αυτοδιοίκηςη,ΚΕΑΣ-ΚΥΘΝΟΥ,ΚΕΑΣ,1243,1158,2014
τοπικής αυτοδιοίκηςη,ΚΕΑΣ-ΚΥΘΝΟΥ,ΚΥΘΝΟΥ,1306,1329,2014
τοπικής αυτοδιοίκηςη,ΚΩ,ΚΩ,14289,14530,2014
τοπικής αυτοδιοίκηςη,ΚΩ,ΝΙΣΥΡΟΥ,1129,1130,2014
τοπικής αυτοδιοίκηςη,ΜΗΛΟΥ,ΚΙΜΩΛΟΥ,747,789,2014
τοπικής αυτοδιοίκηςη,ΜΗΛΟΥ,ΜΗΛΟΥ,2778,2700,2014
τοπικής αυτοδιοίκηςη,ΜΗΛΟΥ,ΣΕΡΙΦΟΥ,1233,1133,2014
τοπικής αυτοδιοίκηςη,ΜΗΛΟΥ,ΣΙΦΝΟΥ,1627,1674,2014
τοπικής αυτοδιοίκηςη,ΜΥΚΟΝΟΥ,ΜΥΚΟΝΟΥ,3623,3814,2014
τοπικής αυτοδιοίκηςη,ΝΑΞΟΥ,ΑΜΟΡΓΟΥ,1106,1138,2014
τοπικής αυτοδιοίκηςη,ΝΑΞΟΥ,ΝΑΞΟΥ & ΜΙΚΡΩΝ ΚΥΚΛΑΔΩΝ,10840,10541,2014
τοπικής αυτοδιοίκηςη,ΠΑΡΟΥ,ΑΝΤΙΠΑΡΟΥ,579,605,2014
τοπικής αυτοδιοίκηςη,ΠΑΡΟΥ,ΠΑΡΟΥ,6300,6179,2014
τοπικής αυτοδιοίκηςη,ΡΟΔΟΥ,ΜΕΓΙΣΤΗΣ,859,735,2014
τοπικής αυτοδιοίκηςη,ΡΟΔΟΥ,ΡΟΔΟΥ,48713,48958,2014
τοπικής αυτοδιοίκηςη,ΡΟΔΟΥ,ΣΥΜΗΣ,2047,2286,2014
τοπικής αυτοδιοίκηςη,ΡΟΔΟΥ,ΤΗΛΟΥ,543,522,2014
τοπικής αυτοδιοίκηςη,ΡΟΔΟΥ,ΧΑΛΚΗΣ,389,385,2014
τοπικής αυτοδιοίκηςη,ΣΥΡΟΥ,ΣΥΡΟΥ - ΕΡΜΟΥΠΟΛΗΣ,10937,9903,2014
τοπικής αυτοδιοίκηςη,ΤΗΝΟΥ,ΤΗΝΟΥ,5186,4927,2014
τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,9399,9255,2014
τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,ΒΙΑΝΝΟΥ,3507,3264,2014
τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,ΓΟΡΤΥΝΑΣ,9582,9508,2014
τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,ΗΡΑΚΛΕΙΟΥ,64260,59934,2014
τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,ΜΑΛΕΒΙΖΙΟΥ,10711,10699,2014
τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,ΜΙΝΩΑ ΠΕΔΙΑΔΟΣ,9837,9633,2014
τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,ΦΑΙΣΤΟΥ,11124,11281,2014
τοπικής αυτοδιοίκηςη,ΗΡΑΚΛΕΙΟΥ,ΧΕΡΣΟΝΗΣΟΥ,9440,9874,2014
τοπικής αυτοδιοίκηςη,ΛΑΣΙΘΙΟΥ,ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ,11278,10938,2014
τοπικής αυτοδιοίκηςη,ΛΑΣΙΘΙΟΥ,ΙΕΡΑΠΕΤΡΑΣ,11556,11550,2014
τοπικής αυτοδιοίκηςη,ΛΑΣΙΘΙΟΥ,ΟΡΟΠΕΔΙΟΥ ΛΑΣΙΘΙΟΥ,1930,1793,2014
τοπικής αυτοδιοίκηςη,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,9891,9594,2014
τοπικής αυτοδιοίκηςη,ΡΕΘΥΜΝΗΣ,ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,4927,5100,2014
τοπικής αυτοδιοίκηςη,ΡΕΘΥΜΝΗΣ,ΑΜΑΡΙΟΥ,3324,3501,2014
τοπικής αυτοδιοίκηςη,ΡΕΘΥΜΝΗΣ,ΑΝΩΓΕΙΩΝ,1339,1321,2014
τοπικής αυτοδιοίκηςη,ΡΕΘΥΜΝΗΣ,ΜΥΛΟΠΟΤΑΜΟΥ,7127,7247,2014
τοπικής αυτοδιοίκηςη,ΡΕΘΥΜΝΗΣ,ΡΕΘΥΜΝΗΣ,19180,17983,2014
τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,ΑΠΟΚΟΡΩΝΟΥ,8559,8597,2014
τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,ΓΑΥΔΟΥ,82,101,2014
τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,3619,3661,2014
τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,6546,6609,2014
τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑ,10988,10983,2014
τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,ΣΦΑΚΙΩΝ,1556,1594,2014
τοπικής αυτοδιοίκηςη,ΧΑΝΙΩΝ,ΧΑΝΙΩΝ,40534,37540,2014
